"FA番号","都道府県名","CATFlag","ILLflag","CopyService","LoanService","FAXservice","ILLStatus","館名","住所"
"FA011190","13","A","A","A","N","N","A","紙の博物館 図書室","東京都北区王子1丁目1番3号"
"FA011204","13","A","A","A","A","N","A","癌研究会 図書室","東京都江東区有明3-8-31"
"FA011226","13","A","N","N","N","N","N","経団連レファレンスライブラリー","東京都千代田区大手町1-3-2 経団連会館20階"
"FA011237","13","N","N","N","N","N","N","計量計画研究所 総務部 総務課","東京都新宿区市ケ谷本村町2-9"
"FA011248","13","A","A","A","N","A","N","結核予防会結核研究所 図書室","東京都清瀬市松山3丁目1番24号"
"FA011259","13","A","A","A","N","A","N","国際医学情報センター","東京都新宿区信濃町35番地信濃町煉瓦館2階"
"FA011292","27","A","A","A","A","A","N","日本生命 図書館","大阪府大阪市中央区今橋3-5-12"
"FA011306","13","A","N","A","N","N","N","全日本合唱連盟 付属合唱センター","東京都中央区築地5-3-2 朝日新聞東京本社内 (築地浜離宮ビル7階)"
"FA011317","27","A","N","N","N","N","N","田附興風会医学研究所 図書室","大阪市北区扇町2丁目4番20号"
"FA011328","13","N","N","A","N",,"N","鉄道弘済会 社会福祉部福祉資料室","東京都千代田区麹町5-1"
"FA011372","29","A","A","A","A","A","A","天理よろづ相談所病院 医学図書館","奈良県天理市三島町200"
"FA011383","13","A","N","A","N","N","N","全国銀行協会 銀行図書館","東京都千代田区丸の内1丁目3-1"
"FA011394","13","A","A","A","N","N","A","公益財団法人 後藤・安田記念東京都市研究所 市政専門図書館","東京都千代田区日比谷公園1-3 市政会館内"
"FA011419","13","N","N","N","N",,"N","統計研究会 図書館","東京都港区新橋1丁目18-16 日本生命ビル"
"FA011463","13","A","A","A","A","N","N","日仏会館 図書室","東京都渋谷区恵比寿3-9-25"
"FA011474","13","A","A","N","N","N","N","日本化学会 化学情報センター","東京都千代田区神田駿河台1-5"
"FA011485","13","N","N","N","N","N","N","日本航空協会 航空図書館","東京都港区新橋1-18-1航空会館6F"
"FA011496","13","N","N","N","N","N","N","日本国際問題研究所 図書室","東京都千代田区霞が関3-2-5 霞が関ビル11階"
"FA011521","13","N","N","N","N","N","N","日本生物科学研究所 図書室","東京都青梅市新町9-2221-1"
"FA011532","19","N","N","N","N","N","N","日本生物科学研究所 小淵沢分室","山梨県北巨摩郡小淵沢町上笹尾3331-114"
"FA011565","34","A","A","A","A","N","A","公益財団法人 放射線影響研究所 図書室","広島県広島市南区比治山公園5番2号"
"FA011587","13","N","N","N","N","C","N","三菱経済研究所 資料室","東京都文京区湯島4-10-14"
"FA011598","13","N","N","A","N","N","N","宮城道雄記念館 資料室","東京都新宿区中町35"
"FA011601","13","A","N","N","N","N","N","民主音楽協会 民音音楽資料館","東京都新宿区信濃町8番地"
"FA011645","13","N","N","N","N","N","N","東京弁護士会・第二東京弁護士会 合同図書館","東京都千代田区霞ケ関1-1-3"
"FA011667","13","A","A","A","A","C","N","日本医師会 医学図書館","東京都文京区本駒込2-28-16"
"FA011678","45","N","N","N","N","N","N","服部植物研究所","宮崎県日南市大字本町3888-1"
"FA011725","13","A","A","N","N","N","N","立正佼成会 付属佼成図書館","東京都杉並区和田1-2-1"
"FA011747","13","A","A","A","A","N","N","東京大学 法学部","東京都文京区本郷7-3-1"
"FA011758","13","A","A","A","A","N","N","東京大学 大学院人文社会系研究科・文学部 図書室","東京都文京区本郷7-3-1"
"FA011769","13","A","A","N","N","N","N","東京大学 経済学図書館","東京都文京区本郷7-3-1"
"FA01177X","13","A","A","A","A","N","N","東京大学 大学院教育学研究科・教育学部 図書室","東京都文京区本郷7-3-1"
"FA011780","13","A","A","A","A","N","N","東京大学 理学図書館","東京都文京区本郷7-3-1"
"FA011791","13","A","A","N","N","N","N","東京大学 工学部・工学系研究科","東京都文京区本郷7-3-1"
"FA011849","13","A","A","A","A","N","N","東京大学 社会科学研究所","東京都文京区本郷7-3-1"
"FA01185X","13","A","A","A","A","A","A","東京大学 生産技術研究所 図書室","東京都目黒区駒場4-6-1"
"FA011929","13","A","A","N","N","N","N","東京大学 薬学図書館","東京都文京区本郷7-3-1"
"FA01193X","13","A","A","A","A","C","N","東京大学 医科学研究所 図書室","東京都港区白金台4-6-1"
"FA011951","13","A","A","A","A","N","N","東京大学 地震研究所 図書室","東京都文京区弥生1-1-1"
"FA011962","13","A","A","A","N","N","N","東京大学 東洋文化研究所 図書室","東京都文京区本郷7-3-1"
"FA011973","13","A","A","N","N","N","N","東京大学 大学院情報学環・学際情報学府","東京都文京区本郷7-3-1"
"FA011984","13","A","A","A","N","N","N","東京大学 史料編纂所 図書室","東京都文京区本郷7-3-1"
"FA012003","12","A","A","N","N","N","N","東京大学 宇宙線研究所 図書室","千葉県柏市柏の葉5-1-5"
"FA012025","13","A","A","A","A","N","A","東京大学 総合研究博物館","東京都文京区本郷7-3-1"
"FA012069","13","A","A","N","N","N","N","東京大学 先端科学技術研究センター 図書室","東京都目黒区駒場4-6-1"
"FA012080","12","A","A","A","A","A","N","東京大学 物性研究所 図書室","千葉県柏市柏の葉5-1-5"
"FA012091","12","A","A","A","A","N","N","東京大学大気海洋研究所 図書室","千葉県柏市柏の葉5-1-5"
"FA012171","14","A","A","A","A","N","A","日本大学 生物資源科学部 図書館","神奈川県藤沢市亀井野1866"
"FA012182","12","A","A","A","A","N","N","日本大学 薬学部図書館","千葉県船橋市習志野台7-7-1"
"FA012193","13","A","A","N","N","N","N","国立天文台","東京都三鷹市大沢2丁目21番1号"
"FA012207","26","A","A","A","A","N","N","国際日本文化研究センター","京都市西京区御陵大枝山町3丁目2番地"
"FA012218","26","A","A","A","A","N","A","京都産業大学 図書館","京都府京都市北区上賀茂本山"
"FA012251","21","A","A","A","A","N","A","核融合科学研究所 図書室","岐阜県土岐市下石町322-6"
"FA012262","23","A","A","A","A","N","A","愛知大学 名古屋図書館","愛知県名古屋市中村区平池町4丁目60番6"
"FA012273","13","A","A","N","N","N","N","筑波大学 附属図書館 大塚図書館","東京都文京区大塚3-29-1 B1F"
"FA012284","34","A","A","A","A","N","A","広島大学 図書館 中央図書館","東広島市鏡山1丁目2-2"
"FA012295","22","A","A","A","N","N","A","静岡県立大学 附属図書館 草薙図書館","静岡県静岡市駿河区谷田52-1"
"FA012309","04","A","A","N","N","N","N","東北学院大学 泉キャンパス図書館","宮城県仙台市泉区天神沢2-1-1"
"FA01231X","14","A","A","A","A","C","N","北里大学 看護学部図書館","神奈川県相模原市南区北里2-1-1"
"FA012320","13","A","A","C","N","N","N","共立女子大学 八王子図書館","東京都八王子市元八王子町1-710"
"FA012331","09","A","A","A","A","N","A","帝京大学 宇都宮キャンパス 図書館","栃木県宇都宮市豊郷台1-1"
"FA012353","01","A","A","A","A","N","N","東京農業大学 学術情報センター(オホーツク)","北海道網走市八坂196"
"FA012364","14","A","A","A","A","N","N","日本女子大学 西生田図書館","神奈川県川崎市多摩区西生田1-1-1"
"FA012375","13","A","A","N","N","N","N","野上記念 法政大学 能楽研究所","東京都千代田区富士見2-17-1"
"FA012386","13","A","A","N","N","N","N","法政大学 比較経済研究所","東京都町田市相原町4342"
"FA012400","17","A","A","A","A","A","A","北陸大学 図書館","石川県金沢市太陽が丘1丁目1番地"
"FA012411","21","A","A","N","N","N","N","朝日大学 図書館分室","岐阜県瑞穂市穂積1851"
"FA012433","23","A","A","A","A","C","A","愛知学泉大学 豊田図書館","愛知県豊田市大池町汐取1"
"FA012444","23","A","A","A","A","N","A","椙山女学園大学 日進図書館","愛知県日進市竹の山3丁目2005番地"
"FA012455","25","A","A","A","A","N","N","龍谷大学 瀬田図書館","滋賀県大津市瀬田大江町横谷1-5"
"FA012466","29","A","A","N","N","N","A","近畿大学 農学部図書館","奈良県奈良市中町3327-204"
"FA012477","34","A","N","A","N","N","N","広島国際学院大学 図書館 自動車短期大学部分館","広島県広島市安芸区上瀬野町517-1"
"FA012535","01","A","A","A","A","N","A","釧路公立大学 附属図書館","北海道釧路市芦野4-1-1"
"FA012546","34","A","A","A","A","N","N","県立広島大学 庄原学術情報センター図書館","広島県庄原市七塚町5562"
"FA012557","13","A","A","A","A","A","A","日本赤十字看護大学 図書館","東京都渋谷区広尾4-1-3"
"FA012568","07","A","A","A","A","N","A","医療創生大学 図書館","福島県いわき市中央台飯野5-5-1"
"FA012579","28","A","A","N","N","N","A","宝塚大学 図書館","兵庫県宝塚市花屋敷つつじガ丘7-27"
"FA01258X","28","A","A","A","A","N","A","姫路獨協大学 附属図書館","兵庫県姫路市上大野7-2-1"
"FA012590","12","A","A","A","A","N","A","千葉経済大学 総合図書館","千葉県千葉市稲毛区轟町3-59-5"
"FA012604","12","A","A","A","N","N","N","秀明大学 図書館","千葉県八千代市大学町1-1"
"FA012615","12","A","A","N","N","N","N","東京情報大学 情報サービスセンター","千葉県千葉市若葉区御成台4-1"
"FA012626","15","A","A","A","A","N","A","新潟産業大学 附属図書館","新潟県柏崎市軽井川4730"
"FA012637","23","A","A","A","A","N","A","名古屋外国語大学・名古屋学芸大学 図書館","愛知県日進市岩崎町竹ノ山57"
"FA012648","28","A","A","A","A","A","A","流通科学大学 附属図書館","兵庫県神戸市西区学園西町3-1"
"FA012659","38","A","A","N","N","N","N","聖カタリナ大学 附属図書館","愛媛県松山市北条660"
"FA01266X","40","A","A","A","A","N","A","筑紫女学園大学 附属図書館","福岡県太宰府市石坂2-12-1"
"FA012670","04","A","A","A","A","N","A","石巻専修大学 図書館","宮城県石巻市南境新水戸1"
"FA012681","16","A","A","A","A","N","A","高岡法科大学 図書館","富山県高岡市戸出石代307-3"
"FA012692","28","A","A","A","A","N","N","神戸芸術工科大学 情報図書館","兵庫県神戸市西区学園西町8-1-1"
"FA012706","07","A","A","A","N","N","N","福島県立図書館","福島県福島市森合字西養山1番地"
"FA012717","10","A","N","A","N","N","N","群馬県立図書館","群馬県前橋市日吉町1丁目9-1"
"FA012728","32","A","N","A","N","N","N","島根県立図書館","島根県松江市内中原町52番地"
"FA012739","09","A","A","N","N","N","N","作新学院大学 図書館","栃木県宇都宮市竹下町908"
"FA01274X","09","A","A","A","N","N","A","白鴎大学 総合図書館 大行寺分館","栃木県小山市大字大行寺1117"
"FA012750","27","A","A","N","N","N","N","大阪府立中之島図書館","大阪府大阪市北区中之島1丁目2-10"
"FA012761","27","A","A","N","N","N","N","大阪府立中央図書館","大阪府東大阪市荒本北1丁目2番1号"
"FA012772","17","A","A","N","N","N","A","金沢学院大学 図書館","石川県金沢市末町10"
"FA01282X","47","A","A","N","N","N","N","沖縄県立芸術大学 附属図書・芸術資料館","沖縄県那覇市首里当蔵町1-4"
"FA012841","11","A","A","A","A","A","A","駿河台大学 メディアセンター","埼玉県飯能市阿須698"
"FA012852","24","A","A","A","A","N","A","四日市大学 情報センター","三重県四日市市萱生町1200"
"FA012874","11","A","A","A","A","N","A","聖学院大学 総合図書館","埼玉県上尾市戸崎1-1"
"FA012885","17","A","A","A","N","N","N","石川県立図書館","石川県金沢市本多町3-2-15"
"FA012896","02","A","A","A","A","N","A","青森県立図書館","青森市荒川字藤戸119-7"
"FA01290X","35","A","N","N","N","A","N","山口県立山口図書館","山口県山口市大字後河原字松柄150-1"
"FA012910","26","A","A","C","C","C","A","京都大学 大学院アジア・アフリカ地域研究研究科","京都府京都市左京区吉田本町 総合研究2号館 AA421"
"FA012921","14","A","A","N","N","N","A","慶應義塾大学 湘南藤沢メディアセンター","神奈川県藤沢市遠藤5322"
"FA012932","12","A","A","N","N","N","N","明海大学 浦安キヤンパス メデイアセンター(図書館)","千葉県浦安市明海1丁目"
"FA012943","13","A","A","N","N","N","N","国立情報学研究所","東京都千代田区一ツ橋2-1-2"
"FA012954","254","A","N","N","N","N","N","ブリティッシュ・ライブラリー","The British Library, 96 Euston Road, London, NW1 2DB, UNITED KINGDOM"
"FA012965","254","A","N","N","N","N","N","オックスフォード大学 ボドリアン図書館","Bodleian Japanese Library, 27 Winchester Road, Oxford, OX2 6NA UNITED KINGDOM"
"FA012976","254","A","N","N","N","N","N","ケンブリッジ大学 図書館","West Road, Cambridge, CB3 9DR, England"
"FA012987","254","A","N","N","N","N","N","シェフィールド大学 日本研究センター","Western Bank Library, University of Sheffield, Western Bank, Sheffield S10 2TN UK"
"FA012998","254","A","N","N","N",,"N","スターリング大学 図書館",""
"FA013006","254","A","N","N","N","N","N","ロンドン大学 SOAS図書館","The Library, School of Oriental and African Studies (SOAS), University of London, Thornhaugh Street Russel Square London, WC1H OXG, UNITED KINGDOM"
"FA013017","12","A","A","A","A","N","A","聖徳大学 川並弘昭記念図書館","松戸市岩瀬550"
"FA013028","13","A","A","N","N","N","N","公益財団法人 国際文化会館","東京都港区六本木5-11-16"
"FA013039","22","A","A","A","A","N","A","静岡理工科大学 附属図書館","静岡県袋井市豊沢2200-2"
"FA013050","14","A","A","N","N","N","N","神奈川大学 平塚図書館","神奈川県平塚市土屋2946"
"FA013061","33","A","A","A","A","N","A","川崎医療福祉大学 附属図書館","岡山県倉敷市松島288"
"FA013822","19","A","A","A","A","N","A","帝京科学大学 附属図書館 東京西図書館","山梨県上野原市八ツ沢2525"
"FA013833","11","A","A","N","N","N","A","早稲田大学 所沢図書館","埼玉県所沢市三ケ島2-579-15"
"FA013844","13","A","N","N","N","N","N","早稲田大学 戸山図書館","東京都新宿区戸山1-24-1"
"FA013855","13","A","A","N","N","N","N","女子美術大学 杉並図書館","東京都杉並区和田1-49-8"
"FA013866","24","A","A","A","A","N","N","鈴鹿医療科学大学 附属図書館","三重県鈴鹿市南玉垣町3500-3"
"FA013888","13","A","A","A","A","N","N","青山学院女子短期大学 図書館","東京都渋谷区渋谷4-4-25"
"FA013913","12","A","A","A","A","N","A","江戸川大学 総合情報図書館","千葉県流山市駒木474"
"FA013924","37","A","A","A","A","A","N","香川大学 図書館 農学部分館","香川県木田郡三木町池戸2393"
"FA013935","38","A","A","N","N","N","A","新居浜工業高等専門学校 図書館","新居浜市八雲町7番1号"
"FA013946","13","A","A","A","A","A","A","職業能力開発総合大学校 図書館","東京都小平市小川西町2-32-1"
"FA013957","23","A","A","N","A","N","A","名古屋大学 環境医学研究所 図書室","名古屋市千種区不老町"
"FA013968","23","A","A","A","A","N","A","名古屋大学 宇宙地球環境研究所 第二図書室","名古屋市千種区不老町 名古屋大学 環境共用館内"
"FA013979","23","A","A","A","A","N","N","名古屋大学 附属図書館 医学部分館 保健学 図書室","名古屋市東区大幸南一丁目1-20"
"FA013990","13","A","A","A","A","N","N","東京大学 数理科学研究科","東京都目黒区駒場3-8-1"
"FA014009","17","A","A","A","A","N","A","北陸先端科学技術大学院大学 附属図書館","石川県能美市旭台1-1"
"FA01401X","18","A","A","A","A","N","A","公立大学法人 福井県立大学 附属図書館","福井県吉田郡永平寺町松岡兼定島4-1-1"
"FA014020","17","A","A","A","A","N","N","石川工業高等専門学校 図書館","石川県河北郡津幡町北中条"
"FA014031","29","A","A","A","N","N","A","帝塚山大学 図書館 分館 (学園前キャンパス図書館)","奈良市学園南3-1-3"
"FA014053","13","A","A","A","N","N","N","東京都立大学 図書館 日野館","東京都日野市旭が丘6-6"
"FA014064","13","A","A","A","A","N","N","学習院女子大学 図書館","東京都新宿区戸山3-20-1"
"FA014075","40","A","A","A","A","N","A","九州工業大学 附属図書館 情報工学部分館","福岡県飯塚市川津680-4"
"FA014086","12","A","A","N","N","N","N","川村学園女子大学 図書館","千葉県我孫子市下ケ戸1133"
"FA014100","13","A","N","N","N","N","N","早稲田大学 教育学部教員図書室","東京都新宿区西早稲田1-6-1"
"FA014111","13","A","N","N","N","N","N","早稲田大学 法律文献情報センター","東京都新宿区西早稲田1-6-1"
"FA014122","13","A","N","N","N","N","N","早稲田大学 社会科学部教員図書室","東京都新宿区西早稲田1-6-1"
"FA014133","13","A","N","N","N","N","N","早稲田大学 政治経済学部教員図書室","東京都新宿区西早稲田1-6-1"
"FA014144","13","A","N","N","N","N","N","早稲田大学 商学研究図書室","東京都新宿区西早稲田1-6-1"
"FA014188","13","A","N","N","N","N","N","早稲田大学 現代政治経済研究所図書室","東京都新宿区西早稲田1-6-1"
"FA014202","13","A","N","N","N","N","N","早稲田大学 演劇博物館図書室","東京都新宿区西早稲田1-6-1"
"FA014213","28","A","A","A","A","N","A","兵庫県立大学 播磨理学学術情報館","兵庫県赤穂郡上郡町光都3丁目2番1号"
"FA014235","01","A","A","A","A","N","A","藤女子大学 図書館 花川館","北海道石狩市花川南4条5丁目"
"FA014246","16","A","A","A","A","C","A","富山県立大学 附属図書館","富山県射水市黒河5180"
"FA014257","29","A","A","A","A","N","A","奈良県立大学 附属図書館","奈良県奈良市船橋町10"
"FA014268","40","A","A","A","A","N","N","福岡県立大学 附属図書館","福岡県田川市大字伊田4395番地"
"FA014279","01","A","A","A","A","N","A","北海道情報大学 図書館","北海道江別市西野幌59-2"
"FA01428X","06","A","A","A","A","A","A","東北芸術工科大学 図書館","山形県山形市上桜田三丁目4番5号"
"FA014290","12","A","A","N","N","N","A","東京基督教大学 図書館","千葉県印西市内野3-301-5-4"
"FA014304","12","A","A","A","A","N","A","城西国際大学 水田記念図書館","千葉県東金市求名1"
"FA014326","12","A","A","A","A","N","A","神田外語大学 附属図書館","千葉県千葉市美浜区若葉1-4-1"
"FA014348","13","A","A","N","N","N","N","恵泉女学園大学 図書館","東京都多摩市南野2-10-1"
"FA014359","14","A","A","A","A","N","N","東洋英和女学院大学 図書館","神奈川県横浜市緑区三保町32"
"FA01436X","14","A","A","A","A","N","A","桐蔭横浜大学 大学情報センター","横浜市青葉区鉄町1614"
"FA014370","16","A","A","A","A","N","A","富山国際大学 図書館","富山県富山市東黒牧65-1"
"FA014392","26","A","A","A","A","N","A","京都芸術大学 芸術文化情報センター","京都府京都市左京区北白川瓜生山2-116"
"FA014406","33","A","A","A","A","N","N","吉備国際大学 附属図書館","岡山県高梁市伊賀町8"
"FA014428","12","A","N","A","N","N","N","千葉県立西部図書館","千葉県松戸市千駄堀657-7"
"FA014439","14","A","A","A","A","N","A","神奈川県立川崎図書館","神奈川県川崎市高津区坂戸3-2-1 KSP R&D棟 C-225"
"FA01444X","37","N","N","A","N",,"N","香川県立図書館","香川県高松市林町2217-19"
"FA014450","23","A","A","N","N","N","N","名古屋造形大学 図書館","愛知県小牧市大字大草字年上坂6004"
"FA014461","15","A","A","A","A","N","A","長岡工業高等専門学校 図書館","新潟県長岡市西片貝町888"
"FA014472","14","A","A","N","N","N","N","関東学院大学 図書館 小田原分館","神奈川県小田原市荻窪1162-2"
"FA014483","14","A","A","N","N","N","N","関東学院大学 図書館 金沢文庫分館","神奈川県横浜市金沢区釜利谷南3丁目22番1号"
"FA014494","12","A","A","A","A","N","A","二松學舎大学 附属図書館(柏)","千葉県柏市大井2590"
"FA014508","34","A","A","A","A","N","A","広島大学 図書館 西図書館","東広島市鏡山一丁目7-2"
"FA014519","42","A","A","A","A","N","A","長崎純心大学 早坂記念図書館","長崎県長崎市三ツ山町235番地"
"FA01452X","29","A","A","A","A","N","A","奈良先端科学技術大学院大学 附属図書館","奈良県生駒市高山町8916番地の5"
"FA014530","13","A","A","A","A","N","N","ドイツ-日本研究所 図書室","東京都千代田区紀尾井町7-1 上智紀尾井坂ビル2階"
"FA014552","17","A","A","A","A","N","N","公立大学法人 石川県立大学 図書・情報センター","石川県野々市市末松1-308"
"FA014563","08","A","A","A","A","N","N","筑波技術大学 附属図書館 視覚障害系図書館","つくば市春日4-12-7"
"FA014574","13","A","A","A","A","A","N","創価大学 フレイザー図書館 (理工学部分館)","東京都八王子市丹木町1-236"
"FA014585","13","A","A","N","N","N","N","跡見学園女子大学 茗荷谷図書館","東京都文京区大塚1-5-2"
"FA01460X","13","A","A","A","A","N","A","東京工科大学 メディアセンター","東京都八王子市片倉町1404-1"
"FA014610","24","A","A","A","A","A","A","三重県立図書館","三重県津市一身田上津部田1234"
"FA014621","08","A","A","A","A","N","A","茨城工業高等専門学校 学術総合情報センター 図書館","茨城県ひたちなか市中根866"
"FA014643","07","A","A","A","A","A","A","桜の聖母短期大学 図書館情報センター","福島県福島市花園町3-6"
"FA014654","45","A","A","A","A","N","A","宮崎公立大学 附属図書館","宮崎県宮崎市船塚1丁目1番地2"
"FA014665","13","A","A","N","N","N","N","大学共同利用機関法人 人間文化研究機構 国立国語研究所","東京都立川市緑町10-2"
"FA014676","46","A","A","A","A","N","A","鹿児島純心女子短期大学 図書館","鹿児島市唐湊4-22-1"
"FA014698","02","A","A","N","N","N","A","青森公立大学 図書館","青森市合子沢山崎153-4"
"FA014745","33","A","A","A","N","N","A","岡山県立大学 附属図書館","岡山県総社市窪木111"
"FA014756","39","A","A","A","A","A","A","高知工業高等専門学校 図書館","南国市物部乙200-1"
"FA014778","47","A","A","N","N","N","A","名桜大学 附属図書館","沖縄県名護市字為又1220-1"
"FA014803","39","A","A","A","A","A","A","高知学園短期大学 図書館","高知県高知市旭天神町292-26"
"FA014814","45","A","A","A","A","A","A","宮崎学園 図書館","宮崎県宮崎市清武町加納丙1415番地"
"FA014825","27","A","A","A","N","N","N","大阪府立大学 羽曳野図書センター","大阪府羽曳野市はびきの3-7-30"
"FA014869","11","A","A","N","N","N","N","日本大学 芸術学部図書館 (所沢)","埼玉県所沢市中富南4-21"
"FA01487X","43","A","A","C","C","N","N","熊本学園大学 付属産業経営研究所","熊本県熊本市大江2丁目5番1号"
"FA014891","11","A","A","A","N","N","A","目白大学 岩槻図書館","埼玉県さいたま市岩槻区浮谷320"
"FA014905","22","A","A","A","A","N","A","静岡産業大学 図書館","静岡県磐田市大原1572-1"
"FA014916","13","A","A","A","N","C","N","東日本電信電話株式会社 関東病院 図書館","東京都品川区東五反田5-9-22"
"FA014927","34","A","A","A","A","N","A","広島市立大学 附属図書館","広島県広島市安佐南区大塚東三丁目4-1"
"FA015125","13","A","A","N","N","N","N","実践女子大学 短期大学部 図書館","東京都渋谷区東1-1-49"
"FA015136","01","A","A","N","N","N","N","札幌国際大学 図書館","札幌市清田区清田4条1丁目4-1"
"FA015147","37","A","A","A","A","N","A","高松大学 附属図書館","香川県高松市春日町960"
"FA015158","38","A","A","A","A","N","A","愛媛県立医療技術大学 図書館","愛媛県伊予郡砥部町高尾田543番地"
"FA015169","23","A","A","A","A","N","A","愛知産業大学・短期大学 図書館","愛知県岡崎市岡町字原山12-5"
"FA01517X","13","A","A","A","N","N","A","目白大学 新宿図書館","東京都新宿区中落合4-31-1"
"FA015180","28","A","A","N","N","N","A","神戸市立中央図書館","神戸市中央区楠町7丁目2-1"
"FA015191","15","A","A","A","A","N","A","新潟国際情報大学 情報センター","新潟市西区みずき野3-1-1"
"FA015205","10","A","A","A","N","N","N","新島学園短期大学 附属図書館","高崎市昭和町53"
"FA015216","12","A","A","A","A","N","A","清和大学 図書館","千葉県木更津市東太田3-4-5"
"FA015227","34","A","A","A","A","N","A","比治山大学 図書館","広島県広島市東区牛田新町4丁目1-1"
"FA015238","34","A","A","A","A","N","A","尾道市立大学 附属図書館","広島県尾道市久山田町1600番地2"
"FA015249","34","A","A","A","A","A","A","海上保安大学校 図書館","広島県呉市若葉町5番1号"
"FA015260","07","A","A","A","A","N","N","会津大学 情報センター (附属図書館)","福島県会津若松市一箕町鶴賀"
"FA015271","13","A","A","A","A","A","A","東京工業高等専門学校 図書館","東京都八王子市椚田町1220-2"
"FA015293","15","A","A","A","A","N","A","新潟経営大学 図書館","新潟県加茂市希望ケ丘2909-2"
"FA015307","16","A","A","C","C","N","A","富山大学 附属図書館 芸術文化 図書館","富山県高岡市二上町180番地"
"FA015340","07","A","A","N","N","N","N","東日本国際大学 図書館","福島県いわき市平鎌田字寿金沢37番地"
"FA015362","13","A","A","A","A","N","N","東京都立産業技術高等専門学校 荒川キャンパス 図書館","東京都荒川区南千住8-17-1"
"FA015373","32","A","A","A","A","N","A","島根県立大学 出雲キャンパス 図書館","島根県出雲市西林木町151番地"
"FA015395","23","A","A","A","A","A","N","人間環境大学 附属図書館","愛知県岡崎市本宿町上三本松6-2"
"FA015409","46","A","A","A","A","N","A","鹿児島純心女子大学 附属図書館","鹿児島県薩摩川内市天辰町2365番地"
"FA01541X","33","A","A","A","A","N","A","倉敷芸術科学大学 図書館","岡山県倉敷市連島町西之浦2640"
"FA015420","08","A","A","A","A","N","N","茨城県立医療大学 附属図書館","茨城県稲敷郡阿見町阿見4669-2"
"FA015431","35","A","A","A","A","N","A","宇部工業高等専門学校 図書館","山口県宇部市常盤台2-14-1"
"FA015442","21","A","A","A","N","A","N","岐阜県図書館","岐阜県岐阜市宇佐4-2-1"
"FA015453","08","A","A","A","A","N","A","筑波技術大学 附属図書館 聴覚障害系図書館","茨城県つくば市天久保4-3-15"
"FA015464","20","A","A","A","A","N","A","長野県看護大学 付属図書館","長野県駒ケ根市赤穂1694番地"
"FA015475","25","A","A","A","A","A","A","滋賀県立大学 図書情報センター","滋賀県彦根市八坂町2500"
"FA015486","08","A","A","A","A","N","A","つくば国際大学 図書館","茨城県土浦市真鍋6-20-1"
"FA015497","09","A","A","A","A","N","A","国際医療福祉大学 大田原キャンパス図書館","栃木県大田原市北金丸2600番1"
"FA015500","15","A","A","A","A","A","A","新潟工科大学 附属図書館","新潟県柏崎市藤橋1719番地"
"FA015511","25","A","A","A","N","N","N","成安造形大学 附属図書館","滋賀県大津市仰木の里東4-3-1"
"FA015522","33","A","A","A","A","N","A","山陽学園大学 図書館","岡山県岡山市中区平井1丁目14-1"
"FA015533","34","A","A","N","N","N","N","広島文化学園大学 呉 郷原キャンパス 図書館","広島県呉市郷原学びの丘1-1-1"
"FA015544","40","A","A","N","N","N","A","西南女学院大学 図書館","福岡県北九州市小倉北区井堀1-3-5"
"FA015555","40","N","N","A","N","N","N","福岡県立図書館","福岡県福岡市東区箱崎1丁目41-12"
"FA015566","38","A","A","A","N","N","N","松山大学 総合研究所","愛媛県松山市文京町4番地2"
"FA015577","30","A","A","A","A","N","A","近畿大学 生物理工学部図書館","和歌山県紀の川市西三谷930"
"FA015588","21","A","A","A","A","N","N","名城大学 附属図書館 都市情報学部分館","岐阜県可児市虹ケ丘4-3-3"
"FA015599","38","A","A","A","A","A","A","松山東雲女子大学・松山東雲短期大学 図書館","松山市桑原3丁目2番1号"
"FA015602","34","A","A","A","A","A","A","広島県立図書館","広島市中区千田町3丁目7番47号"
"FA015613","14","A","A","N","N","N","N","総合研究大学院大学 附属図書館","神奈川県三浦郡葉山町湘南国際村"
"FA015624","23","A","A","A","A","N","A","愛知県立大学 守山キャンパス図書館","愛知県名古屋市守山区上志段味字東谷"
"FA015635","28","A","A","A","A","A","A","兵庫県立大学 明石看護学術情報館","兵庫県明石市北王子町13-71"
"FA015657","13","A","A","A","A","N","A","駒沢女子大学 図書館","東京都稲城市坂浜238"
"FA015668","34","A","A","A","A","N","A","福山平成大学 附属図書館","広島県福山市御幸町上岩成正戸117-1"
"FA015679","42","A","N","A","N","N","N","長崎県立長崎図書館","長崎県長崎市立山1丁目1番51号"
"FA015690","15","A","A","N","N","N","A","新潟県立図書館","新潟県新潟市中央区女池南3丁目1番2号"
"FA015704","22","A","A","N","N","N","N","聖隷クリストファー大学 図書館","静岡県浜松市北区三方原町3453"
"FA015715","23","A","A","A","A","N","A","瀬木学園 図書館 愛知みずほ大学","名古屋市瑞穂区春敲町2-13"
"FA015726","46","A","A","A","A","A","A","鹿児島県立短期大学 附属図書館","鹿児島市下伊敷1-52-1"
"FA015737","12","A","N","A","N","N","N","日本医科大学 千葉北総病院 図書室","千葉県印西市鎌苅1715"
"FA015748","13","A","A","N","N","N","N","公益財団法人 鉄道総合技術研究所 図書室","東京都国分寺市光町2-8-38"
"FA015759","05","A","A","A","A","N","A","秋田公立美術大学 附属図書館","秋田県秋田市新屋大川町12-3"
