"FA番号","都道府県名","CATFlag","ILLflag","CopyService","LoanService","FAXservice","ILLStatus","館名","住所"
"FA01576X","13","A","A","A","A","N","N","戸板女子短期大学 図書館","東京都港区芝2-21-17"
"FA015781","28","A","A","A","A","N","A","兵庫大学 附属図書館","兵庫県加古川市平岡町新在家2301番地"
"FA015806","24","A","A","A","A","A","A","鈴鹿大学 附属図書館","三重県鈴鹿市郡山町663-222"
"FA015817","19","A","A","A","A","N","A","身延山大学 図書館","山梨県南巨摩郡身延町身延3567"
"FA015828","13","A","A","A","A","A","A","東洋学園大学 図書館","東京都文京区本郷1-26-3"
"FA01584X","27","A","A","A","N","A","A","大阪母子医療センター 図書館","大阪府和泉市室堂町840"
"FA015872","13","A","A","A","A","N","N","東洋英和女学院大学大学院 図書室","東京都港区六本木5-14-40"
"FA015883","08","A","A","A","A","A","A","茨城女子短期大学 図書館","茨城県那珂市東木倉960-2"
"FA015908","13","A","A","N","N","N","N","独立行政法人 国際交流基金 ライブラリー","東京都新宿区四ツ谷4-4-1"
"FA01592X","11","A","A","A","A","A","A","共栄大学 図書館","埼玉県春日部市内牧4158"
"FA015930","35","A","A","A","A","N","N","徳山工業高等専門学校 図書館","山口県周南市学園台"
"FA015941","30","A","A","A","A","N","N","和歌山県立医科大学 図書館 三葛館","和歌山県和歌山市三葛580番地"
"FA015952","27","A","A","A","A","N","N","平安女学院大学 平安女学院大学短期大学部 図書館 (高槻キャンパス)","大阪府高槻市南平台5-81-1"
"FA015963","40","A","A","N","N","N","N","久留米工業高等専門学校 図書館","久留米市小森野一丁目1番1号"
"FA015974","14","A","A","A","A","N","A","横浜女子短期大学 図書館","横浜市港南区港南台4-4-5"
"FA015985","10","A","A","A","A","N","A","群馬工業高等専門学校 図書館","前橋市鳥羽町580"
"FA016004","35","A","A","A","N","N","N","済生会下関総合病院 図書室","山口県下関市安岡町8-5-1"
"FA016015","13","A","A","N","N","N","N","国際仏教学大学院大学 附属図書館","東京都文京区春日2-8-9"
"FA016026","43","A","A","A","A","N","A","熊本高等専門学校 八代キャンパス 図書館","熊本県八代市平山新町2627"
"FA016048","27","A","A","A","A","N","A","羽衣国際大学 学術情報センター","大阪府堺市西区浜寺南町1-89-1"
"FA01606X","01","A","A","A","A","N","A","旭川工業高等専門学校 図書室","旭川市春光台2条2丁目1-6"
"FA016070","01","A","A","N","N","N","A","苫小牧工業高等専門学校 図書館","北海道苫小牧市字錦岡443"
"FA016081","27","A","A","A","A","N","A","大阪成蹊大学・短期大学 図書館","大阪府大阪市東淀川区相川3-10-62"
"FA016092","22","A","N","N","N","N","N","浜松赤十字病院 図書室","静岡県浜松市浜北区小林1088-1"
"FA016106","39","A","N","A","N","N","N","高知医療センター","高知県高知市池2125-1"
"FA016117","40","A","N","A","N","N","N","独立行政法人 地域医療機能推進機構 九州病院 図書室","福岡県北九州市八幡西区岸の浦1-8-1"
"FA016128","24","A","A","A","A","A","A","三重短期大学 附属図書館","三重県津市一身田中野157"
"FA01614X","37","A","N","A","N","N","N","香川労災病院 図書室","香川県丸亀市城東町3-3-1"
"FA016150","40","N","N","N","N","N","N","新日鐵八幡記念病院 図書室","福岡県北九州市八幡東区春の町1-1-1"
"FA016161","40","N","N","N","N","N","N","北九州市立総合療育センター 図書室","福岡県北九州市小倉南区春ケ丘10-2"
"FA016172","23","A","A","N","N","N","N","愛知大学 中部地方産業研究所","愛知県豊橋市町畑町1-1"
"FA016183","256","A","N","N","N","N","N","チューリヒ大学 東洋学部 日本学科図書館","Universität Zürich, Bibliothek des Asien-Orient-Instituts, Japan, Zürichbergstrasse 4, CH-8032 Zürich, SWITZERLAND"
"FA016194","260","A","N","N","N","N","N","ストックホルム大学 図書館",""
"FA016208","37","N","N","A","N","N","N","高松赤十字病院 図書室","香川県高松市番町四丁目1-3"
"FA016219","22","A","A","A","N","A","A","静岡赤十字病院 図書室","静岡県静岡市葵区追手町8番2号"
"FA016230","33","N","N","N","N","N","N","岡山済生会総合病院 医学資料室","岡山県岡山市伊福町1-17-18"
"FA016241","43","A","N","N","N","N","N","熊本県立図書館","熊本県熊本市出水2丁目5-1"
"FA016252","13","A","A","N","N","N","N","防衛省防衛研究所 図書館","東京都目黒区中目黒2-2-1"
"FA016263","11","A","A","A","A","A","N","淑徳大学 みずほ台図書館","埼玉県入間郡三芳町藤久保1150-1"
"FA016274","33","A","N","N","N","N","N","重井医学研究所・同附属病院 図書室","岡山県岡山市南区山田2117"
"FA016296","27","A","A","N","N","N","A","大阪大学 大学院人間科学研究科 図書室","吹田市山田丘1-2"
"FA01630X","44","A","A","N","N","N","A","大分工業高等専門学校 図書館","大分市大字牧1666"
"FA016310","37","A","A","A","A","N","A","独立行政法人国立高等専門学校機構 香川高等専門学校 高松キャンパス 図書館","高松市勅使町355"
"FA016343","42","A","A","N","A","N","A","佐世保工業高等専門学校 図書館","佐世保市沖新町1番1号"
"FA016354","32","A","N","A","N","A","N","松江赤十字病院 図書室","島根県松江市母衣町200"
"FA016365","13","A","A","N","N","N","N","東京国立近代美術館","東京都千代田区北の丸公園3-1"
"FA016376","14","A","A","A","A","N","A","川崎市立看護短期大学 図書館","神奈川県川崎市幸区小倉4-30-1"
"FA016387","23","A","A","A","A","A","A","名古屋市立大学 総合情報センター 北千種分館","名古屋市千種区北千種二丁目1番10号"
"FA016398","11","A","A","N","N","N","N","独立行政法人 国際交流基金 日本語国際センター 図書館","埼玉県さいたま市浦和区北浦和5-6-36"
"FA016401","12","A","A","N","N","N","N","木更津工業高等専門学校","千葉県木更津市清見台東2-11-1"
"FA016412","42","A","A","A","A","N","A","長崎外国語大学 教育研究メディアセンター","長崎県長崎市横尾3丁目15番1号"
"FA016423","23","A","A","N","N","N","A","名古屋大学 情報基盤センター 図書室","名古屋市千種区不老町"
"FA016434","23","A","A","N","N","N","N","名古屋大学 国際開発 図書室","名古屋市千種区不老町"
"FA016445","23","A","A","A","A","N","A","名古屋大学 宇宙地球環境研究所 第一図書室","名古屋市千種区不老町 研究所共同館I 205号室"
"FA016456","23","A","A","N","N","N","A","名古屋大学 総合保健体育科学センター 事務掛","愛知県名古屋市千種区不老町"
"FA016467","23","A","A","N","N","N","A","名古屋大学 教育学部 附属学校 図書室","愛知県名古屋市千種区不老町"
"FA016503","11","A","A","N","N","N","N","平成国際大学 図書館","埼玉県加須市水深大立野2000"
"FA016514","09","A","A","A","N","N","A","小山工業高等専門学校 図書館","栃木県小山市大字中久喜771"
"FA016525","13","A","A","A","N","N","N","東京国立博物館","東京都台東区上野公園13-9"
"FA016536","16","A","A","A","N","N","A","富山高等専門学校 図書館情報センター本郷","富山市本郷町13番地"
"FA016547","26","A","A","A","A","N","N","京都文教大学 図書館","京都府宇治市槙島町千足80"
"FA016558","32","A","A","A","A","N","A","松江工業高等専門学校 図書館","松江市西生馬町14-4"
"FA016569","46","A","A","N","N","N","N","鹿児島工業高等専門学校 図書館","鹿児島県霧島市隼人町真孝1460-1"
"FA01657X","13","A","A","N","N","N","N","日本学士院","東京都台東区上野公園7-32"
"FA016580","23","A","A","A","A","N","A","豊田工業高等専門学校 図書館","愛知県豊田市栄生町2-1"
"FA016591","34","A","A","N","N","N","N","呉工業高等専門学校 図書館","呉市阿賀南2-2-11"
"FA016605","05","A","A","A","A","N","A","日本赤十字秋田看護大学 図書館","秋田市上北手猿田字苗代沢17-3"
"FA016616","28","A","A","A","A","N","A","明石工業高等専門学校 図書館","兵庫県明石市魚住町西岡679-3"
"FA016627","10","A","A","A","A","N","A","東洋大学 附属図書館 板倉図書館","群馬県邑楽郡板倉町泉野1-1-1"
"FA016638","15","A","A","A","A","N","A","長岡大学 図書館","新潟県長岡市御山町80-8"
"FA016649","45","A","A","A","A","A","A","宮崎産業経営大学 附属図書館","宮崎県宮崎市古城町丸尾100番地"
"FA01665X","22","A","A","A","A","N","A","国立研究開発法人 水産研究・教育機構 国際水産資源研究所","静岡県静岡市清水区折戸5-7-1"
"FA016671","37","A","A","N","N","N","N","香川短期大学 附属図書館","綾歌郡宇多津町浜一番丁10"
"FA016682","20","A","A","A","A","N","A","長野工業高等専門学校 図書館","長野県長野市徳間716"
"FA016693","13","A","A","N","N","N","A","国立西洋美術館","東京都台東区上野公園7-7"
"FA016707","47","A","A","A","A","N","A","沖縄女子短期大学 図書館","沖縄県島尻郡与那原町東浜1番地"
"FA016718","13","A","A","N","N","N","N","新渡戸文化短期大学図書館","東京都中野区本町6-38-1"
"FA016729","28","A","A","A","N","N","N","神戸医療福祉大学 図書館","兵庫県神崎郡福崎町高岡1966-5"
"FA016740","46","A","A","A","A","A","A","鹿児島女子短期大学 附属図書館","鹿児島市高麗町6-9"
"FA016751","26","A","A","A","A","N","A","舞鶴工業高等専門学校 図書館","舞鶴市字白屋234番地"
"FA016762","18","A","A","A","A","A","A","福井工業高等専門学校 図書館","福井県鯖江市下司町"
"FA016773","40","A","A","A","A","A","A","福岡女学院大学 図書館","福岡市南区曰佐3丁目42-1"
"FA016784","13","A","A","A","N","N","N","大妻女子大学 多摩校図書館","東京都多摩市唐木田2-7-1"
"FA016795","23","A","A","N","N","N","N","瀬木学園 図書館 愛知みずほ大学 短期大学部","名古屋市瑞穂区春敲町2-13"
"FA016809","23","A","A","A","A","N","A","豊橋創造大学 附属図書館","愛知県豊橋市牛川町字松下20-1"
"FA01681X","33","A","A","A","A","N","A","津山工業高等専門学校 図書館","岡山県津山市沼624-1"
"FA016831","43","A","A","A","A","A","A","九州ルーテル学院大学 図書館","熊本市中央区黒髪3-12-16"
"FA016864","37","A","A","A","A","N","N","独立行政法人国立高等専門学校機構 香川高等専門学校 詫間キャンパス 図書館","香川県三豊市詫間町香田551"
"FA016875","28","A","A","A","A","N","A","神戸市看護大学 図書館","神戸市西区学園西町3丁目4番地"
"FA016886","34","A","A","A","A","N","A","広島商船高等専門学校 図書館","広島県豊田郡大崎上島町東野4272-1"
"FA016897","04","A","A","A","A","N","A","仙台高等専門学校 広瀬キャンパス 図書館","宮城県仙台市青葉区愛子中央4-16-1"
"FA016900","27","A","A","A","A","N","A","藍野大学 中央図書館","大阪府茨木市太田3-9-25"
"FA016911","13","A","A","A","A","N","A","白梅学園大学・短期大学 図書館","東京都小平市小川町1-830"
"FA016922","39","A","A","A","A","A","A","高知工科大学 附属情報図書館","高知県香美市土佐山田町宮ノ口185"
"FA016933","47","A","A","N","N","N","N","沖縄キリスト教学院 図書館","沖縄県中頭郡西原町字翁長777"
"FA016944","31","A","A","A","A","N","A","鳥取看護大学・鳥取短期大学 付属図書館","鳥取県倉吉市福庭854"
"FA016955","44","A","A","A","A","N","A","大分県立芸術文化短期大学 附属図書館","大分県大分市上野丘東1-11"
"FA016966","06","A","A","N","N","N","N","鶴岡工業高等専門学校 総合メディアセンター","山形県鶴岡市井岡字沢田104"
"FA017018","23","A","A","N","N","N","N","愛知大学 綜合郷土研究所","愛知県豊橋市町畑町1-1"
"FA017029","27","A","A","N","N","N","N","独立行政法人 国際交流基金 関西国際センター 図書館","大阪府泉南郡田尻町りんくうポート北3-14"
"FA01703X","40","A","A","N","N","N","N","北九州工業高等専門学校 図書館","北九州市小倉南区志井5-20-1"
"FA017040","40","A","A","A","A","N","A","有明工業高等専門学校 図書館","福岡県大牟田市東萩尾町150"
"FA017051","43","A","A","A","A","N","A","熊本高等専門学校 熊本キャンパス 図書館","熊本県合志市須屋2659-2"
"FA017062","27","A","A","A","A","N","N","関西福祉科学大学 図書館","大阪府柏原市旭ケ丘3-11-1"
"FA017084","11","A","A","N","N","N","N","十文字学園女子大学 図書館","埼玉県新座市菅沢2-1-28"
"FA017095","01","A","A","A","A","N","A","公立大学法人 札幌市立大学 附属図書館 芸術の森キャンパス","北海道札幌市南区芸術の森1丁目"
"FA017109","16","A","A","A","N","N","A","富山高等専門学校 図書館情報センター射水","射水市海老江練合1-2"
"FA01711X","01","A","A","N","N","N","N","釧路短期大学 附属図書館","釧路市緑ヶ岡1丁目10番42号"
"FA017120","21","A","A","A","A","N","A","岐阜工業高等専門学校 図書館","本巣市上真桑2236-2"
"FA017131","10","A","A","A","A","N","A","群馬県立県民健康科学大学 図書館","群馬県前橋市上沖町323-1"
"FA017142","13","A","A","A","A","N","N","東海大学 付属図書館 高輪図書館","東京都港区高輪2-3-23"
"FA017153","28","A","A","A","A","N","A","産業技術短期大学 図書館","兵庫県尼崎市西昆陽1丁目27-1"
"FA017164","27","A","A","A","A","N","A","大阪夕陽丘学園短期大学 図書館","大阪府大阪市天王寺区生玉寺町7-72"
